Date,County,Town,Village,VillageID,HouseHold,InspectType,PosHH,PosHHAeg,ConIn,ConOut,ConAll,PosConIn,PosConOut,PosConAll,FAegIn,FAegOut,LarvaAeg,BI,AIAeg,AIAlb,LI,CI
6/29/2010,???,???,???,6401200-033,50,??,2,1,4,12,16,1,1,2,0,0,20,4,0,1.18,100,12.5
6/30/2010,???,???,???,6401200-072,50,??,2,2,11,20,31,0,2,2,0,0,5,4,0,0.02,10,6.451
6/30/2010,???,???,???,6401200-072,50,??,4,0,3,17,20,0,6,6,0,0,0,12,0,0.04,140,30
6/30/2010,???,???,???,6401200-072,50,??,4,4,10,18,28,0,5,5,1,0,75,10,0.02,0.02,150,17.857
6/30/2010,???,???,???,6401200-072,50,??,6,0,3,34,37,1,7,8,0,0,0,16,0,0,220,21.621
6/30/2010,???,???,???,6401200-057,50,??,1,1,26,11,37,0,1,1,0,0,10,2,0,0,20,2.702
6/30/2010,???,???,???,6401200-043,50,??,2,2,5,27,32,0,3,3,0,0,26,6,0,0,52,9.375
6/30/2010,???,???,???,6401200-032,50,??,4,4,8,21,29,0,4,4,0,0,70,8,0,0,140,13.793
6/30/2010,???,???,???,6401200-027,50,??,1,1,12,11,23,0,1,1,0,0,6,2,0,0,12,4.347
6/30/2010,???,???,???,6401200-027,50,??,1,1,13,10,23,0,1,1,0,0,10,2,0,0,20,4.347
6/30/2010,???,???,???,6401200-027,50,??,2,2,20,22,42,0,2,2,0,0,9,4,0,0,18,4.761
6/30/2010,???,???,???,6401200-027,50,??,3,3,21,24,45,2,1,3,0,2,17,6,0.04,0,34,6.666
6/30/2010,???,???,???,6401200-046,50,??,3,2,4,23,27,0,8,8,0,0,65,16,0,0,142,29.629
6/30/2010,???,???,???,6401200-026,50,??,1,1,16,16,32,0,1,1,0,0,2,2,0,0,4,3.125
6/30/2010,???,???,???,6401200-026,50,??,2,2,15,8,23,0,3,3,0,0,45,6,0,0,90,13.043
6/30/2010,???,???,???,6401200-026,50,??,8,3,12,13,25,0,8,8,0,2,35,16,0.04,0.06,236,32
6/30/2010,???,???,???,6401200-078,50,??,1,0,12,15,27,0,2,2,0,0,0,4,0,0,20,7.407
6/30/2010,???,???,???,6401200-055,50,??,2,2,8,11,19,0,2,2,0,0,15,4,0,0,30,10.526
6/30/2010,???,???,???,6401200-055,50,??,5,5,5,17,22,1,5,6,0,0,73,12,0,0,146,27.272
6/30/2010,???,???,???,6401200-076,50,??,2,2,16,23,39,0,9,9,0,0,55,18,0,0,110,23.076
6/30/2010,???,???,???,6401200-076,50,??,3,3,12,13,25,0,3,3,0,0,40,6,0,0,80,12
6/30/2010,???,???,???,6401200-065,50,??,2,2,11,19,30,0,2,2,0,0,15,4,0,0,30,6.666
6/30/2010,???,???,???,6401200-037,50,??,4,0,11,10,21,1,3,4,0,0,0,8,0,0,40,19.047
6/30/2010,???,???,???,6401200-034,50,??,4,2,6,28,34,0,5,5,0,0,21,10,0,0,68,14.705
6/30/2010,???,???,???,6401200-038,50,??,2,0,9,23,32,0,2,2,0,0,0,4,0,0,50,6.25
6/30/2010,???,???,???,6401200-054,50,??,3,3,13,20,33,1,3,4,0,1,35,8,0.02,0,70,12.121
6/30/2010,???,???,???,6401200-074,50,??,2,1,5,27,32,0,3,3,0,0,15,6,0,0,130,9.375
6/30/2010,???,???,???,6401200-074,50,??,4,3,2,17,19,0,5,5,0,2,81,10,0.04,0,172,26.315
6/30/2010,???,???,???,6401200-075,50,??,5,5,6,27,33,1,4,5,1,0,53,10,0.02,0,106,15.151
6/30/2010,???,???,???,6401200-020,50,??,3,1,9,8,17,0,3,3,0,0,5,6,0,0.02,24,17.647
6/30/2010,???,???,???,6401200-040,50,??,2,0,4,16,20,0,2,2,0,0,0,4,0,0,14,10
6/30/2010,???,???,???,6401200-040,50,??,2,0,5,15,20,0,2,2,0,0,0,4,0,0,16,10
6/30/2010,???,???,???,6401200-029,50,??,5,4,12,16,28,0,6,6,0,0,25,12,0,0,80,21.428
6/30/2010,???,???,???,6401200-029,50,??,10,2,7,26,33,1,11,12,0,0,10,24,0,0.08,130,36.363
6/30/2010,???,???,???,6401200-073,50,??,2,2,22,14,36,0,2,2,0,1,15,4,0.02,0,30,5.555
7/1/2010,???,???,???,6401200-071,50,??,4,0,8,19,27,0,4,4,0,0,0,8,0,0,120,14.814
7/1/2010,???,???,???,6401200-043,50,??,3,3,13,9,22,2,2,4,0,4,20,8,0.08,0,40,18.181
7/1/2010,???,???,???,6401200-032,50,??,2,2,13,15,28,0,2,2,0,2,15,4,0.04,0,30,7.142
7/1/2010,???,???,???,6401200-017,50,??,2,1,9,22,31,0,2,2,0,0,6,4,0,0,30,6.451
7/1/2010,???,???,???,6401200-017,50,??,4,4,12,15,27,1,4,5,0,6,47,10,0.12,0,94,18.518
7/1/2010,???,???,???,6401200-026,50,??,2,2,16,5,21,1,1,2,0,0,30,4,0,0,60,9.523
7/1/2010,???,???,???,6401200-026,50,??,5,5,14,8,22,4,3,7,0,0,50,14,0,0,100,31.818
7/1/2010,???,???,???,6401200-064,50,??,5,5,9,23,32,1,5,6,0,2,47,12,0.04,0,94,18.75
7/1/2010,???,???,???,6401200-078,50,??,1,0,12,13,25,0,1,1,0,0,0,2,0,0,8,4
7/1/2010,???,???,???,6401200-055,50,??,3,3,7,14,21,0,4,4,0,5,70,8,0.1,0,140,19.047
7/1/2010,???,???,???,6401200-055,50,??,8,8,4,14,18,1,7,8,0,2,195,16,0.04,0,420,44.444
7/1/2010,???,???,???,6401200-037,50,??,1,0,10,20,30,0,1,1,0,0,0,2,0,0,6,3.333
7/1/2010,???,???,???,6401200-034,50,??,5,2,6,26,32,0,9,9,0,0,15,18,0,0.08,130,28.125
7/1/2010,???,???,???,6401200-038,50,??,2,0,15,19,34,0,2,2,0,2,0,4,0.04,0.04,48,5.882
7/1/2010,???,???,???,6401200-054,50,??,2,2,9,22,31,0,2,2,0,2,4,4,0.04,0,8,6.451
7/1/2010,???,???,???,6401200-054,50,??,3,3,13,15,28,1,2,3,0,0,19,6,0,0,38,10.714
7/1/2010,???,???,???,6401200-075,50,??,4,4,6,20,26,0,4,4,0,0,16,8,0,0,32,15.384
7/1/2010,???,???,???,6401200-066,50,??,3,3,11,14,25,0,3,3,0,0,20,6,0,0.02,40,12
7/1/2010,???,???,???,6401200-066,50,??,5,5,5,15,20,2,4,6,0,7,28,12,0.14,0,64,30
7/1/2010,???,???,???,6401200-068,50,??,2,2,9,13,22,0,2,2,0,18,40,4,0.36,0,80,9.09
7/1/2010,???,???,???,6401200-068,50,??,4,4,9,22,31,0,4,4,0,5,98,8,0.1,0,196,12.903
7/1/2010,???,???,???,6401200-036,50,??,4,0,20,31,51,0,4,4,0,0,0,8,0,0.02,108,7.843
7/1/2010,???,???,???,6401200-036,50,??,4,1,21,23,44,0,4,4,0,1,14,8,0.02,0,84,9.09
7/1/2010,???,???,???,6401200-040,50,??,4,0,24,13,37,1,4,5,0,0,0,10,0,0.02,62,13.513
7/1/2010,???,???,???,6401200-029,50,??,2,2,11,33,44,0,2,2,0,0,14,4,0,0,28,4.545
7/1/2010,???,???,???,6401200-073,50,??,1,1,14,6,20,0,1,1,0,0,1,2,0,0,2,5
7/1/2010,???,???,???,6401200-016,50,??,2,2,12,11,23,5,1,6,0,1,18,12,0.02,0,36,26.086
7/1/2010,???,???,???,6401200-016,50,??,3,3,3,17,20,0,4,4,0,0,18,8,0,0,36,20
7/2/2010,???,???,???,6401200-028,50,??,1,1,8,22,30,0,2,2,0,3,15,4,0.06,0,30,6.666
7/2/2010,???,???,???,6401200-057,50,??,1,1,18,10,28,0,1,1,0,0,3,2,0,0,6,3.571
7/2/2010,???,???,???,6401200-057,50,??,5,5,8,23,31,0,6,6,0,0,26,12,0,0,62,19.354
7/2/2010,???,???,???,6401200-071,50,??,2,0,10,6,16,0,2,2,0,0,0,4,0,0,40,12.5
7/2/2010,???,???,???,6401200-070,50,??,1,0,13,17,30,0,1,1,0,0,0,2,0,0,10,3.333
7/2/2010,???,???,???,6401200-070,50,??,6,5,12,26,38,0,8,8,0,2,23,16,0.04,0,90,21.052
7/2/2010,???,???,???,6401200-027,50,??,1,1,14,11,25,0,1,1,0,0,5,2,0,0,10,4
7/2/2010,???,???,???,6401200-027,50,??,2,2,7,9,16,1,1,2,0,0,6,4,0,0,12,12.5
7/2/2010,???,???,???,6401200-027,50,??,3,3,24,15,39,0,3,3,0,0,25,6,0,0,50,7.692
7/2/2010,???,???,???,6401200-046,50,??,4,4,7,10,17,0,4,4,0,0,23,8,0,0,46,23.529
7/2/2010,???,???,???,6401200-064,50,??,5,5,5,28,33,0,5,5,0,13,30,10,0.26,0,60,15.151
7/2/2010,???,???,???,6401200-055,50,??,1,0,7,11,18,0,1,1,0,0,0,2,0,0,20,5.555
7/2/2010,???,???,???,6401200-055,50,??,2,2,6,10,16,1,1,2,0,0,10,4,0,0,20,12.5
7/2/2010,???,???,???,6401200-054,50,??,1,1,14,15,29,0,1,1,0,3,5,2,0.06,0,10,3.448
7/2/2010,???,???,???,6401200-054,50,??,4,4,13,22,35,0,5,5,0,4,40,10,0.08,0,80,14.285
7/2/2010,???,???,???,6401200-075,50,??,1,1,7,12,19,0,1,1,0,1,10,2,0.02,0,20,5.263
7/2/2010,???,???,???,6401200-066,50,??,2,2,16,14,30,4,0,4,0,0,13,8,0,0.12,30,13.333
7/2/2010,???,???,???,6401200-066,50,??,5,5,8,18,26,1,5,6,0,0,31,12,0,0,62,23.076
7/2/2010,???,???,???,6401200-068,50,??,1,1,9,17,26,0,1,1,0,3,5,2,0.06,0,10,3.846
7/2/2010,???,???,???,6401200-068,50,??,2,2,1,11,12,0,2,2,0,29,30,4,0.58,0,60,16.666
7/2/2010,???,???,???,6401200-033,50,??,3,0,7,11,18,0,3,3,0,0,0,6,0,0,58,16.666
7/2/2010,???,???,???,6401200-036,50,??,5,5,21,33,54,0,8,8,0,3,105,16,0.06,0,210,14.814
7/2/2010,???,???,???,6401200-020,50,??,2,0,5,9,14,0,2,2,0,0,0,4,0,0,20,14.285
7/2/2010,???,???,???,6401200-040,50,??,1,0,5,17,22,0,1,1,0,0,0,2,0,0,4,4.545
7/2/2010,???,???,???,6401200-040,50,??,1,0,6,13,19,0,1,1,0,0,0,2,0,0,12,5.263
7/2/2010,???,???,???,6401200-040,50,??,2,0,8,10,18,0,2,2,0,0,0,4,0,0,60,11.111
7/2/2010,???,???,???,6401200-040,50,??,2,1,13,21,34,1,2,3,0,1,10,6,0.02,0,60,8.823
7/2/2010,???,???,???,6401200-040,50,??,2,1,14,13,27,0,2,2,0,1,10,4,0.02,0.02,22,7.407
7/2/2010,???,???,???,6401200-040,50,??,6,0,6,15,21,0,6,6,0,0,0,12,0,0.08,260,28.571
7/2/2010,???,???,???,6401200-029,50,??,2,0,15,9,24,0,2,2,0,0,0,4,0,0,40,8.333
7/2/2010,???,???,???,6401200-073,50,??,2,1,11,7,18,0,2,2,0,0,5,4,0,0,20,11.111
7/3/2010,???,???,???,6401200-069,50,??,1,0,14,23,37,0,2,2,0,0,0,4,0,0,60,5.405
7/3/2010,???,???,???,6401200-069,50,??,4,2,11,13,24,0,4,4,0,0,15,8,0,0,50,16.666
7/3/2010,???,???,???,6401200-067,50,??,1,1,13,9,22,0,2,2,0,0,5,4,0,0,10,9.09
7/3/2010,???,???,???,6401200-073,50,??,1,1,9,13,22,0,1,1,0,2,5,2,0.04,0,10,4.545
7/4/2010,???,???,???,6401200-057,50,??,5,5,13,16,29,1,4,5,0,0,17,10,0,0,34,17.241
7/4/2010,???,???,???,6401200-016,50,??,2,2,6,17,23,0,4,4,0,3,17,8,0.06,0,34,17.391
7/5/2010,???,???,???,6401200-072,50,??,1,0,16,21,37,0,1,1,0,0,0,2,0,0,8,2.702
7/5/2010,???,???,???,6401200-072,50,??,1,1,5,8,13,0,1,1,0,5,5,2,0.1,0,10,7.692
7/5/2010,???,???,???,6401200-043,50,??,1,1,12,16,28,0,1,1,0,0,3,2,0,0,6,3.571
7/5/2010,???,???,???,6401200-043,50,??,2,2,12,17,29,0,2,2,0,0,10,4,0,0,20,6.896
7/5/2010,???,???,???,6401200-032,50,??,1,1,7,19,26,0,2,2,0,0,20,4,0,0,40,7.692
7/5/2010,???,???,???,6401200-032,50,??,3,3,13,18,31,0,3,3,0,1,71,6,0.02,0,142,9.677
7/5/2010,???,???,???,6401200-017,50,??,2,1,9,13,22,0,2,2,0,7,5,4,0.14,0,20,9.09
7/5/2010,???,???,???,6401200-017,50,??,2,2,8,16,24,0,2,2,0,0,6,4,0,0,12,8.333
7/5/2010,???,???,???,6401200-017,50,??,2,2,8,21,29,0,2,2,0,3,30,4,0.06,0,60,6.896
7/5/2010,???,???,???,6401200-017,50,??,4,1,14,10,24,2,2,4,0,0,3,8,0,0,46,16.666
7/5/2010,???,???,???,6401200-046,50,??,3,3,3,15,18,0,3,3,0,0,17,6,0,0,34,16.666
7/5/2010,???,???,???,6401200-055,50,??,4,0,5,13,18,0,5,5,0,0,0,10,0,0.02,350,27.777
7/5/2010,???,???,???,6401200-037,50,??,3,1,8,24,32,0,3,3,0,0,10,6,0,0.02,36,9.375
7/5/2010,???,???,???,6401200-034,50,??,5,5,7,23,30,2,3,5,9,0,19,10,0.18,0,38,16.666
7/5/2010,???,???,???,6401200-038,50,??,5,1,10,19,29,0,5,5,0,0,8,10,0,0.02,48,17.241
7/5/2010,???,???,???,6401200-075,50,??,3,3,6,8,14,1,2,3,1,1,40,6,0.04,0,80,21.428
7/5/2010,???,???,???,6401200-025,50,??,1,1,8,14,22,0,1,1,0,0,50,2,0,0,100,4.545
7/5/2010,???,???,???,6401200-033,50,??,1,0,0,4,4,0,3,3,0,0,0,6,0,0,110,75
7/5/2010,???,???,???,6401200-067,50,??,1,1,8,17,25,0,1,1,0,0,5,2,0,0,10,4
7/5/2010,???,???,???,6401200-020,50,??,2,0,7,7,14,0,3,3,0,0,0,6,0,0,60,21.428
7/5/2010,???,???,???,6401200-077,50,??,2,2,3,14,17,0,3,3,0,0,20,6,0,0,40,17.647
7/5/2010,???,???,???,6401200-077,50,??,2,2,11,13,24,0,2,2,0,0,8,4,0,0,16,8.333
7/5/2010,???,???,???,6401200-049,50,??,4,4,9,17,26,0,4,4,0,0,17,8,0,0,34,15.384
7/6/2010,???,???,???,6401200-072,50,??,1,1,2,18,20,0,1,1,0,0,5,2,0,0,10,5
7/6/2010,???,???,???,6401200-072,50,??,3,0,3,17,20,0,3,3,0,0,0,6,0,0,80,15
7/6/2010,???,???,???,6401200-057,50,??,3,3,17,16,33,0,4,4,0,0,14,8,0,0,28,12.121
7/6/2010,???,???,???,6401200-057,50,??,3,3,25,16,41,3,3,6,0,0,15,12,0,0,30,14.634
7/6/2010,???,???,???,6401200-071,50,??,4,2,10,14,24,0,4,4,1,1,60,8,0.04,0.02,220,16.666
7/6/2010,???,???,???,6401200-046,50,??,1,0,0,36,36,0,9,9,0,0,0,18,0,0.16,270,25
7/6/2010,???,???,???,6401200-046,50,??,2,2,5,12,17,1,1,2,0,0,10,4,0,0,20,11.764
7/6/2010,???,???,???,6401200-078,50,??,1,0,6,18,24,0,1,1,0,0,0,2,0,0,6,4.166
7/6/2010,???,???,???,6401200-078,50,??,1,0,7,13,20,0,1,1,0,0,0,2,0,0,6,5
7/6/2010,???,???,???,6401200-055,50,??,1,0,9,9,18,0,1,1,0,0,0,2,0,0,20,5.555
7/6/2010,???,???,???,6401200-055,50,??,1,1,6,10,16,0,1,1,0,0,20,2,0,0,40,6.25
7/6/2010,???,???,???,6401200-055,50,??,2,2,7,9,16,0,2,2,0,1,10,4,0.02,0,20,12.5
7/6/2010,???,???,???,6401200-055,50,??,5,0,17,13,30,1,5,6,0,0,0,12,0,0,142,20
7/6/2010,???,???,???,6401200-076,50,??,2,2,6,21,27,0,2,2,0,2,7,4,0.04,0,14,7.407
7/6/2010,???,???,???,6401200-037,50,??,1,0,8,25,33,0,1,1,0,0,0,2,0,0,8,3.03
7/6/2010,???,???,???,6401200-037,50,??,2,2,21,17,38,0,2,2,1,0,20,4,0.02,0,40,5.263
7/6/2010,???,???,???,6401200-034,50,??,4,1,6,21,27,0,5,5,1,0,5,10,0.02,0.06,68,18.518
7/6/2010,???,???,???,6401200-063,50,??,2,2,16,19,35,0,2,2,0,4,10,4,0.08,0,40,5.714
7/6/2010,???,???,???,6401200-038,50,??,4,0,7,23,30,0,5,5,0,0,0,10,0,0.12,44,16.666
7/6/2010,???,???,???,6401200-054,50,??,1,1,19,9,28,0,1,1,0,0,3,2,0,0,6,3.571
7/6/2010,???,???,???,6401200-054,50,??,4,4,12,11,23,0,4,4,0,3,45,8,0.06,0,90,17.391
7/6/2010,???,???,???,6401200-068,50,??,1,1,7,12,19,0,1,1,0,0,5,2,0,0,10,5.263
7/6/2010,???,???,???,6401200-068,50,??,2,2,5,16,21,0,2,2,0,3,15,4,0.06,0,30,9.523
7/6/2010,???,???,???,6401200-036,50,??,1,0,15,15,30,0,1,1,0,0,0,2,0,0,10,3.333
7/6/2010,???,???,???,6401200-036,50,??,2,0,30,23,53,0,3,3,0,0,0,6,0,0,46,5.66
7/6/2010,???,???,???,6401200-040,50,??,2,0,7,18,25,0,2,2,0,0,0,4,0,0,14,8
7/6/2010,???,???,???,6401200-049,50,??,1,1,12,9,21,0,1,1,0,0,5,2,0,0,10,4.761
7/6/2010,???,???,???,6401200-029,50,??,1,1,9,14,23,0,1,1,0,0,5,2,0,0,10,4.347
7/6/2010,???,???,???,6401200-029,50,??,1,1,11,10,21,0,1,1,0,0,5,2,0,0,10,4.761
7/7/2010,???,???,???,6401200-028,50,??,2,2,5,12,17,0,2,2,0,0,30,4,0,0,60,11.764
7/7/2010,???,???,???,6401200-057,50,??,2,2,12,36,48,0,2,2,0,0,10,4,0,0,30,4.166
7/7/2010,???,???,???,6401200-057,50,??,3,3,6,22,28,0,3,3,0,0,5,6,0,0,10,10.714
7/7/2010,???,???,???,6401200-070,50,??,1,0,11,10,21,0,2,2,0,0,0,4,0,0.08,8,9.523
7/7/2010,???,???,???,6401200-032,50,??,1,1,10,9,19,0,1,1,0,0,20,2,0,0,40,5.263
7/7/2010,???,???,???,6401200-027,50,??,1,1,15,9,24,0,1,1,0,0,7,2,0,0,14,4.166
7/7/2010,???,???,???,6401200-027,50,??,2,2,6,11,17,0,2,2,0,0,50,4,0,0,100,11.764
7/7/2010,???,???,???,6401200-017,50,??,3,3,7,20,27,0,3,3,0,14,30,6,0.28,0,60,11.111
7/7/2010,???,???,???,6401200-017,50,??,3,3,11,16,27,1,2,3,3,0,12,6,0.06,0,24,11.111
7/7/2010,???,???,???,6401200-078,50,??,1,0,7,17,24,0,1,1,0,0,0,2,0,0.08,4,4.166
7/7/2010,???,???,???,6401200-078,50,??,2,0,10,25,35,0,2,2,0,0,0,4,0,0,64,5.714
7/7/2010,???,???,???,6401200-055,50,??,1,1,5,11,16,0,1,1,0,10,20,2,0.2,0,40,6.25
7/7/2010,???,???,???,6401200-034,50,??,2,1,8,17,25,0,2,2,0,0,3,4,0,0,16,8
7/7/2010,???,???,???,6401200-038,50,??,1,1,11,10,21,0,1,1,0,0,4,2,0,0.04,8,4.761
7/7/2010,???,???,???,6401200-025,50,??,1,1,11,19,30,0,1,1,0,0,1,2,0,0,2,3.333
7/7/2010,???,???,???,6401200-025,50,??,2,1,13,9,22,1,1,2,0,0,1,4,0,0,10,9.09
7/7/2010,???,???,???,6401200-036,50,??,2,1,15,20,35,0,3,3,0,0,10,6,0,0,40,8.571
7/7/2010,???,???,???,6401200-036,50,??,2,2,21,18,39,0,2,2,0,0,6,4,0,0.02,12,5.128
7/7/2010,???,???,???,6401200-067,50,??,1,1,10,12,22,2,1,3,0,0,15,6,0,0,30,13.636
7/7/2010,???,???,???,6401200-077,50,??,1,0,11,15,26,0,1,1,0,0,0,2,0,0.02,10,3.846
7/7/2010,???,???,???,6401200-077,50,??,2,2,1,20,21,0,2,2,0,1,9,4,0.02,0.02,18,9.523
7/7/2010,???,???,???,6401200-029,50,??,1,1,18,14,32,0,1,1,0,0,10,2,0,0,20,3.125
7/7/2010,???,???,???,6401200-073,50,??,2,2,12,15,27,0,2,2,0,0,40,4,0,0,80,7.407
7/7/2010,???,???,???,6401200-016,50,??,2,2,5,13,18,0,2,2,0,2,17,4,0.04,0,34,11.111
7/7/2010,???,???,???,6401200-016,50,??,5,5,15,10,25,1,4,5,1,0,20,10,0.02,0,40,20
7/8/2010,???,???,???,6401200-072,50,??,1,1,6,12,18,0,1,1,2,0,20,2,0.04,0,40,5.555
7/8/2010,???,???,???,6401200-072,50,??,3,3,9,19,28,0,4,4,0,0,51,8,0,0,102,14.285
7/8/2010,???,???,???,6401200-057,50,??,3,3,17,11,28,0,4,4,0,2,11,8,0.04,0,22,14.285
7/8/2010,???,???,???,6401200-057,50,??,4,4,14,11,25,0,5,5,0,0,35,10,0,0,70,20
7/8/2010,???,???,???,6401200-070,50,??,6,3,13,15,28,1,7,8,4,1,15,16,0.1,0.02,100,28.571
7/8/2010,???,???,???,6401200-046,50,??,4,4,6,10,16,0,4,4,0,0,30,8,0,0,60,25
7/8/2010,???,???,???,6401200-055,50,??,2,2,20,4,24,3,1,4,0,0,50,8,0,0,100,16.666
7/8/2010,???,???,???,6401200-055,50,??,3,3,10,10,20,0,3,3,0,0,25,6,0,0,50,15
7/8/2010,???,???,???,6401200-076,50,??,3,3,9,21,30,0,5,5,0,0,55,10,0,0,110,16.666
7/8/2010,???,???,???,6401200-076,50,??,4,3,17,18,35,0,5,5,0,0,17,10,0,0.4,114,14.285
7/8/2010,???,???,???,6401200-065,50,??,1,1,10,16,26,0,1,1,0,0,10,2,0,0,20,3.846
7/8/2010,???,???,???,6401200-066,50,??,1,1,6,12,18,0,1,1,0,0,1,2,0,0,4,5.555
7/8/2010,???,???,???,6401200-066,50,??,1,1,14,23,37,0,2,2,0,1,5,4,0.02,0.02,20,5.405
7/8/2010,???,???,???,6401200-033,50,??,2,2,4,22,26,0,2,2,0,0,20,4,0,0,138,7.692
7/8/2010,???,???,???,6401200-036,50,??,1,0,19,28,47,0,1,1,0,0,0,2,0,0.04,14,2.127
7/8/2010,???,???,???,6401200-067,50,??,1,1,12,9,21,0,1,1,0,1,5,2,0.02,0,10,4.761
7/8/2010,???,???,???,6401200-020,50,??,1,0,5,8,13,0,1,1,0,0,0,2,0,0,4,7.692
7/8/2010,???,???,???,6401200-040,50,??,1,0,6,18,24,0,3,3,0,0,0,6,0,0,36,12.5
7/8/2010,???,???,???,6401200-040,50,??,1,1,14,19,33,0,1,1,0,0,3,2,0,0,10,3.03
7/8/2010,???,???,???,6401200-040,50,??,4,0,6,14,20,0,6,6,0,0,0,12,0,0,100,30
7/8/2010,???,???,???,6401200-040,50,??,8,0,7,32,39,0,9,9,0,1,0,18,0.02,0.04,130,23.076
7/9/2010,???,???,???,6401200-028,50,??,1,1,9,10,19,0,1,1,0,0,5,2,0,0,10,5.263
7/9/2010,???,???,???,6401200-072,50,??,3,3,12,19,31,1,2,3,0,0,53,6,0,0,106,9.677
7/9/2010,???,???,???,6401200-057,50,??,1,1,7,12,19,0,1,1,0,0,4,2,0,0,8,5.263
7/9/2010,???,???,???,6401200-057,50,??,7,5,7,23,30,2,6,8,0,0,21,16,0,0.06,64,26.666
7/9/2010,???,???,???,6401200-071,50,??,1,0,0,20,20,0,6,6,0,0,0,12,0,0.04,180,30
7/9/2010,???,???,???,6401200-070,50,??,1,0,15,10,25,0,1,1,0,0,0,2,0,0,20,4
7/9/2010,???,???,???,6401200-070,50,??,1,1,8,10,18,1,0,1,1,0,5,2,0.02,0,10,5.555
7/9/2010,???,???,???,6401200-032,50,??,1,1,12,21,33,0,1,1,0,0,1,2,0,0,8,3.03
7/9/2010,???,???,???,6401200-032,50,??,2,2,13,15,28,0,2,2,0,0,3,4,0,0,6,7.142
7/9/2010,???,???,???,6401200-017,50,??,2,2,12,22,34,0,2,2,0,0,20,4,0,0,40,5.882
7/9/2010,???,???,???,6401200-017,50,??,4,1,9,33,42,0,6,6,0,0,5,12,0,0.1,120,14.285
7/9/2010,???,???,???,6401200-046,50,??,1,1,2,6,8,0,1,1,0,0,5,2,0,0,10,12.5
7/9/2010,???,???,???,6401200-055,50,??,1,1,7,8,15,0,1,1,0,0,1,2,0,0,2,6.666
7/9/2010,???,???,???,6401200-055,50,??,2,0,12,9,21,1,1,2,0,0,0,4,0,0,10,9.523
7/9/2010,???,???,???,6401200-055,50,??,3,0,3,18,21,1,2,3,0,0,0,6,0,0.36,134,14.285
7/9/2010,???,???,???,6401200-055,50,??,5,5,5,15,20,0,6,6,0,2,68,12,0.04,0,136,30
7/9/2010,???,???,???,6401200-037,50,??,1,0,13,13,26,0,1,1,0,0,0,2,0,0,10,3.846
7/9/2010,???,???,???,6401200-038,50,??,1,1,9,14,23,0,1,1,0,0,3,2,0,0.02,6,4.347
7/9/2010,???,???,???,6401200-025,50,??,1,1,13,10,23,1,0,1,0,0,15,2,0,0.12,30,4.347
7/9/2010,???,???,???,6401200-040,50,??,3,0,5,20,25,0,3,3,0,0,0,6,0,0,170,12
7/9/2010,???,???,???,6401200-077,50,??,1,1,6,14,20,0,1,1,0,1,5,2,0.02,0,10,5
7/9/2010,???,???,???,6401200-077,50,??,1,1,12,13,25,0,1,1,0,0,3,2,0,0,6,4
7/9/2010,???,???,???,6401200-029,50,??,1,0,10,16,26,0,2,2,0,0,0,4,0,0.02,60,7.692
7/9/2010,???,???,???,6401200-016,50,??,1,1,4,17,21,0,1,1,0,0,8,2,0,0,16,4.761
7/9/2010,???,???,???,6401200-016,50,??,1,1,6,12,18,1,0,1,3,0,5,2,0.06,0,10,5.555
7/10/2010,???,???,???,6401200-026,50,??,3,3,6,16,22,0,3,3,0,0,29,6,0,0.02,70,13.636
7/10/2010,???,???,???,6401200-040,50,??,2,0,7,19,26,0,2,2,0,0,0,4,0,0,16,7.692
7/11/2010,???,???,???,6401200-055,50,??,1,1,12,13,25,2,0,2,0,1,30,4,0.02,0,60,8
7/12/2010,???,???,???,6401200-057,50,??,3,3,13,15,28,1,3,4,0,2,10,8,0.04,0,20,14.285
7/12/2010,???,???,???,6401200-070,50,??,2,0,8,14,22,0,2,2,0,0,0,4,0,0,16,9.09
7/12/2010,???,???,???,6401200-043,50,??,1,1,9,19,28,1,0,1,0,0,5,2,0,0,10,3.571
7/12/2010,???,???,???,6401200-043,50,??,1,1,10,12,22,0,1,1,0,2,3,2,0.04,0,6,4.545
7/12/2010,???,???,???,6401200-032,50,??,1,1,17,15,32,0,1,1,0,1,5,2,0.02,0,10,3.125
7/12/2010,???,???,???,6401200-032,50,??,1,1,22,23,45,0,1,1,0,0,10,2,0,0,20,2.222
7/12/2010,???,???,???,6401200-017,50,??,1,1,9,19,28,0,1,1,0,1,10,2,0.02,0,20,3.571
7/12/2010,???,???,???,6401200-017,50,??,4,4,7,26,33,0,12,12,0,1,68,24,0.02,0,136,36.363
7/12/2010,???,???,???,6401200-017,50,??,6,6,14,13,27,1,6,7,10,4,45,14,0.28,0.02,100,25.925
7/12/2010,???,???,???,6401200-046,50,??,1,0,6,21,27,0,1,1,0,0,0,2,0,0,6,3.703
7/12/2010,???,???,???,6401200-055,50,??,2,0,6,12,18,1,1,2,0,0,0,4,0,0,64,11.111
7/12/2010,???,???,???,6401200-065,50,??,1,1,11,16,27,0,1,1,0,0,1,2,0,0,2,3.703
7/12/2010,???,???,???,6401200-038,50,??,2,2,5,16,21,1,1,2,0,0,30,4,0,0,60,9.523
7/12/2010,???,???,???,6401200-068,50,??,2,2,10,22,32,0,2,2,3,0,30,4,0.06,0,60,6.25
